Unnamed: 0,kW_site_1,kW_site_2,kW_site_3,kW_site_4,kW_site_5,kW_site_6,kW_site_7,kW_site_8,kW_site_9,kW_site_10,kW_site_11,kW_site_12,kW_site_13,kW_site_14,kW_site_15,kW_site_21,kW_site_22,kW_site_23,kW_site_24,kW_site_25,kW_site_26,kW_site_27,kW_site_28,kW_site_29,kW_site_30,kW_site_31,kW_site_32,kW_site_33,kW_site_34,kW_site_35,kW_site_36,kW_site_37,kW_site_38,kW_site_39,kW_site_40,kW_site_41,kW_site_42,kW_site_43,kW_site_44,kW_site_45,kW_site_46,kW_site_47,kW_site_48,kW_site_49,kW_site_50
2023-09-18 11:00:00+00:00,132.910302734375,162.762158203125,142.64029541015626,190.01293334960937,174.28663635253906,863.896,325.404,86.399,710.539,559.829,7476.863,1019.8919999999998,0.036999999999989,328.316,,86.83,1198.659,0.0,823.78,,3627.717,1330.469,1468.7090000000003,868.376,10.081,30009.402,12215.623,3666.411,367.223,1105.89,7117.412999999999,17646.787,8420.09,,51064.16599999999,254.417,34216.748999999996,257.282,108.057,8985.592,2021.848,148.788,4.32,67.21600000000001,0.0
2023-09-18 11:05:00+00:00,135.95760192871094,169.89972229003905,159.27691040039062,212.13287048339845,165.2589569091797,816.0219999999999,423.359,86.395,710.7669999999999,559.9300000000001,7775.735000000001,1056.087,-432.087,397.452,,85.958,1117.8969999999997,0.0,898.476,,2419.641,1365.2799999999995,1382.3650000000002,829.418,10.079,29893.237,12192.064,3679.492,352.752,1059.827,7113.478,17647.966000000004,8421.479000000001,,51061.58400000001,302.4,33863.024,180.479,144.011,9024.368000000002,2021.8019999999997,167.999,8.639,33.563,0.0
2023-09-18 11:10:00+00:00,128.8332275390625,168.0085235595703,157.85539855957032,206.0831268310547,165.2589569091797,864.0360000000001,553.006,86.391,740.839,528.7749999999999,7706.967999999999,1019.992,-431.729,460.8159999999999,,86.83599999999998,1109.638,0.0,887.048,,3629.119,1382.381,1408.367,829.4189999999999,10.082,29682.263,12167.585,3679.166,352.81399999999996,1059.8480000000002,7111.347,17668.891,8399.865,,51064.53199999999,278.38199999999995,34045.981,199.67299999999997,108.022,8927.632000000001,2008.681,182.42,4.317,33.626,0.0
2023-09-18 11:15:00+00:00,133.63504638671876,173.75286254882812,141.79710693359374,205.4652587890625,165.2589569091797,815.9609999999999,616.2650000000001,86.41,740.8030000000001,559.859,7960.373999999999,1067.957,-431.941,501.098,,86.84100000000001,1134.087,0.0,875.5809999999998,,2417.6980000000003,1295.88,1399.7579999999998,816.405,10.076,29648.73,12191.705,3666.495,367.20400000000006,1059.848,7117.553,17646.428000000004,8420.967,,50802.886000000006,302.434,34209.83699999999,218.875,108.075,9023.173,2009.0,177.605,4.3149999999999995,67.215,0.0
2023-09-18 11:20:00+00:00,130.4171600341797,169.69544372558593,142.26723022460936,211.48777770996097,179.43585205078125,863.952,642.2439999999999,86.39500000000001,740.9050000000001,559.911,7522.955,1032.001,-862.9209999999999,506.933,,86.38999999999999,1133.86,0.0,973.383,,3625.300999999999,1503.418,1347.879,842.4560000000001,15.115,29796.927000000003,12241.978,3679.136,352.75700000000006,1151.901,7110.116,17666.954,8399.772999999997,,51324.031,278.343,33869.134000000005,249.59500000000003,107.994,9100.67,2021.673,177.61,4.321,33.604,0.0
2023-09-18 11:25:00+00:00,135.40955810546876,168.14359130859376,144.0710205078125,207.6541748046875,179.43585205078125,839.8700000000001,656.6469999999999,86.398,756.045,528.739,7188.255999999999,1044.03,-431.653,524.126,,86.83500000000001,1150.283,0.0,1094.331,,2417.114,1416.938,1537.8919999999998,920.173,10.081,29550.737,12214.888,3654.128999999999,352.822,1059.769,7109.416,17669.176,8420.920999999998,,51059.670000000006,302.427,34217.435999999994,241.938,143.977,9043.474,2008.961,177.601,8.635,33.613,0.0
2023-09-18 11:30:00+00:00,139.3456817626953,171.27201232910156,136.37998657226564,211.5811340332031,179.43585205078125,816.009,650.874,86.39200000000001,725.6890000000001,559.89,7130.847,1079.996,-431.91,512.598,,85.97200000000001,1093.466,0.0,984.895,,3628.441,1226.9009999999998,1537.928,881.2180000000001,10.083000000000002,29415.983,12289.007,3641.456,352.8449999999999,1059.866,7110.267,17647.412999999997,8400.609,,50804.412,268.813,34039.754,238.093,107.998,9042.874,2008.851,196.818,4.316,67.208,0.0
2023-09-18 11:35:00+00:00,134.09483795166017,173.15931701660156,135.55536499023438,217.81461486816409,176.87991333007812,816.024,645.149,86.41400000000002,740.9680000000001,528.801,7189.327,1103.994,-432.1439999999999,518.421,,86.392,1101.69,0.0,933.227,,3628.53,1365.071,1511.943,881.2479999999999,10.078,29795.04,12335.702999999998,3616.033,345.584,1105.885,7118.178999999999,17649.362999999998,8420.773000000001,,51321.994999999995,268.78599999999994,34040.049,218.868,108.011,9063.34,2021.415,177.59499999999997,4.318,33.6,0.0
2023-09-18 11:40:00+00:00,134.68799285888673,172.78060302734374,143.8577911376953,206.55467834472657,176.87991333007812,864.001,653.7710000000001,86.392,786.141,559.848,7072.653,1103.9589999999998,0.0010000000000218,506.8790000000001,,85.974,1150.081,0.0,1111.671,,2418.353,1226.8970000000002,1546.53,907.201,10.077000000000002,29287.95,12360.427,3578.4130000000005,359.96400000000006,1059.763,7116.492,17667.523999999998,8442.109999999999,,51059.618,273.59700000000004,34043.492,215.041,107.954,8965.866999999998,2022.0519999999997,177.60200000000003,4.325,33.608,0.0
2023-09-18 11:45:00+00:00,136.05967407226564,177.94064025878907,145.68132629394532,206.69187927246097,176.87991333007812,839.952,639.3539999999999,86.39999999999999,771.162,559.8320000000001,7107.845000000001,1104.0359999999998,-431.90600000000006,506.91100000000006,,85.52799999999999,1182.686,0.0,1065.601,,2417.737,1278.734,1658.9100000000003,933.148,10.077000000000002,29682.609999999997,12406.974000000002,3590.986,345.55699999999996,1059.85,7106.726000000001,17646.927000000003,8400.3,,51322.816000000006,292.81100000000004,34217.076,268.788,108.043,8986.655000000002,2008.546,177.62399999999997,8.643,67.141,0.0
