Unnamed: 0,kW_site_1,kW_site_2,kW_site_3,kW_site_4,kW_site_5,kW_site_6,kW_site_7,kW_site_8,kW_site_9,kW_site_10,kW_site_11,kW_site_12,kW_site_13,kW_site_14,kW_site_15,kW_site_21,kW_site_22,kW_site_23,kW_site_24,kW_site_25,kW_site_26,kW_site_27,kW_site_28,kW_site_29,kW_site_30,kW_site_31,kW_site_32,kW_site_33,kW_site_34,kW_site_35,kW_site_36,kW_site_37,kW_site_38,kW_site_39,kW_site_40,kW_site_41,kW_site_42,kW_site_43,kW_site_44,kW_site_45,kW_site_46,kW_site_47,kW_site_48,kW_site_49,kW_site_50
2025-03-09 15:40:00+00:00,184.58705139160156,66.47913360595703,209.880517578125,,224.15496826171875,383.993,71.998,116.609,650.1850000000001,280.00000000000006,4319.806,996.037,0.0,,110.172,100.652,891.0649999999999,441.99300000000005,374.442,583.085,3631.181,673.959,552.991,362.8829999999999,10.069,30808.517,15420.164,2116.7960000000003,367.217,2119.663,45.714,17731.78,22321.514000000003,29260.642000000003,87605.704,302.38100000000003,2592.332,65.28800000000001,108.064,5202.674,2021.8759999999995,297.642,977.1919999999998,100.835,4.816
2025-03-09 15:45:00+00:00,201.31464538574215,50.578609466552734,199.6430419921875,,224.15496826171875,384.021,77.75399999999999,116.632,619.982,248.813,4089.58,995.916,0.0,,110.17499999999998,100.658,931.435,493.979,420.448,583.288,4835.296,673.8799999999999,647.975,375.865,10.078,30881.257,15371.802,2116.839,374.389,2119.577,46.80200000000001,17735.582,22324.22,29286.558999999997,87356.81,268.829,2591.8830000000003,72.949,72.07300000000001,5184.088999999999,2034.526,307.21000000000004,994.107,100.794,7.294
2025-03-09 15:50:00+00:00,189.65824279785156,53.98509826660156,198.5821960449219,,215.1491546630859,383.993,74.874,95.036,680.395,279.921,4285.258,1008.051,0.0,,110.144,100.649,939.691,461.321,466.555,583.182,3632.568,656.653,596.1270000000001,336.91099999999994,10.085,30698.997000000003,15372.631,2154.679,360.037,2119.883,45.719,17754.931999999997,22344.652,29290.502,87350.892,283.169,2592.029,72.97099999999999,108.029,5280.17,2021.663,302.388,977.115,134.43200000000002,22.947
2025-03-09 15:55:00+00:00,186.18814086914065,36.20942993164063,191.73460083007816,,215.1491546630859,360.02500000000003,74.88000000000001,120.96099999999998,710.64,248.776,4261.997,995.983,0.0,,110.154,101.529,931.382,453.833,696.9300000000001,596.1769999999999,3627.854,691.1859999999999,509.8179999999999,362.907,10.08,30805.222,15372.328,2166.8869999999997,374.374,2119.756,46.806,17733.057999999997,22343.967,29321.405,86829.149,292.825,2592.1449999999995,69.11200000000001,72.008,5183.763000000001,2047.8500000000004,292.814,977.331,100.858,23.325999999999997
2025-03-09 16:00:00+00:00,184.70124206542968,37.03234214782715,204.87877197265624,,215.1491546630859,360.035,80.637,116.617,619.883,279.981,4251.592,984.012,0.0,,110.16100000000002,100.228,883.0260000000001,501.4059999999999,760.3969999999999,583.164,4835.138,673.903,354.2180000000001,323.981,10.084,30906.516000000003,15372.602000000004,2167.2760000000003,367.179,2211.8059999999996,45.715,17731.719,22321.949,29286.574,87609.183,307.172,2764.6220000000003,76.798,107.906,5164.58,2034.8660000000004,283.157,985.667,100.773,21.806
2025-03-09 16:05:00+00:00,186.24341735839843,25.5649787902832,197.10011291503903,,210.21511840820312,384.015,74.872,112.28600000000002,619.911,279.935,3985.631999999999,996.028,0.0,,110.177,101.081,915.266,465.729,673.812,583.173,3627.491,673.932,509.76900000000006,362.845,10.082,30938.038,15370.391999999998,2179.799,367.175,2119.714,46.801,17756.882999999998,22344.72,29291.451,87094.426,288.03999999999996,2591.754,65.28800000000001,72.0,5203.607,2021.58,297.63,977.077,134.358,23.076
2025-03-09 16:10:00+00:00,188.7093231201172,22.771664810180663,206.19916076660155,,210.21511840820312,335.896,74.87700000000001,107.996,604.78,279.94899999999996,4297.1089999999995,984.021,0.0,,116.631,100.22100000000002,899.115,501.477,564.4860000000001,583.2210000000001,4839.214,656.67,682.5390000000001,349.93999999999994,10.076,31088.751,15371.8,2205.166,374.414,2119.66,45.001999999999995,17754.869,22321.688,29315.47,87345.755,288.027,2592.1789999999996,69.118,71.937,5203.089,2034.869,311.99300000000005,968.753,100.779,25.524
2025-03-09 16:15:00+00:00,182.16046142578125,20.095278549194337,205.27166748046875,,210.21511840820312,360.004,77.759,107.996,619.9670000000001,248.802,4262.0830000000005,995.99,0.0,,110.158,101.081,947.629,465.735,587.5649999999999,570.301,3629.277,656.6360000000001,673.93,362.92,10.084,30788.545,15372.818999999998,2217.3290000000006,359.99699999999996,2395.816,46.806,17755.065,22343.75,29291.28,87096.807,278.37199999999996,2764.269,72.964,72.00399999999999,5184.129999999999,2034.7419999999995,408.012,1010.98,100.761,25.936
2025-03-09 16:20:00+00:00,185.1776580810547,6.693709373474121,204.23592529296872,,210.614501953125,360.05400000000003,77.761,120.93399999999995,635.0150000000001,248.837,4078.506,995.952,0.0,,116.641,94.181,931.507,416.646,743.0360000000001,583.156,4838.1849999999995,674.0120000000001,535.646,349.902,10.084,30774.502,15370.981,2116.971,374.434,2672.7619999999997,45.714,17756.339,22323.898,29288.11900000001,87345.37299999999,273.61400000000003,2591.957,69.119,108.023,5145.173000000001,2034.449,297.55899999999997,977.106,134.281,25.796
2025-03-09 16:25:00+00:00,181.15087280273437,3.898516035079956,203.69918212890624,,210.614501953125,360.055,74.883,108.018,710.5959999999999,279.981,4354.348,972.05,0.0,,129.584,106.279,907.285,424.1230000000001,800.6320000000001,583.1949999999999,3629.874,673.8459999999999,432.071,375.784,10.088,30626.167,15372.547,2091.507,367.198,2672.9579999999996,46.803,17753.926,22366.075,29291.909999999996,87096.746,292.752,2592.18,69.121,72.00899999999999,5261.086,2035.028,379.1919999999999,985.505,100.751,25.694
