Unnamed: 0,kW_site_1,kW_site_2,kW_site_3,kW_site_4,kW_site_5,kW_site_6,kW_site_7,kW_site_8,kW_site_9,kW_site_10,kW_site_11,kW_site_12,kW_site_13,kW_site_14,kW_site_15,kW_site_21,kW_site_22,kW_site_23,kW_site_24,kW_site_25,kW_site_26,kW_site_27,kW_site_28,kW_site_29,kW_site_30,kW_site_31,kW_site_32,kW_site_33,kW_site_34,kW_site_35,kW_site_36,kW_site_37,kW_site_38,kW_site_39,kW_site_40,kW_site_41,kW_site_42,kW_site_43,kW_site_44,kW_site_45,kW_site_46,kW_site_47,kW_site_48,kW_site_49,kW_site_50
2023-06-23 15:40:00+00:00,267.25897827148435,-27.15237159729004,271.2139099121094,156.62572021484374,300.1773986816406,936.134,645.076,21.612,816.52,,7303.623,1259.942,-432.096,656.6769999999999,,130.015,1287.9209999999998,,,,10887.991,1555.17,1572.47,1153.419,136.079,30985.511,2496.086,3452.392,468.047,,7342.841,17367.127999999997,9533.061000000002,,84243.47300000001,585.656,33697.919,215.019,2267.974,12308.483,1633.136,1891.059,,4098.932999999999,
2023-06-23 15:45:00+00:00,258.46742553710936,-36.79419631958008,297.7252197265625,144.831591796875,300.1773986816406,959.951,648.0780000000001,17.278,816.319,,7338.736,1248.0459999999998,-431.698,639.312,,130.46800000000002,1320.342,,,,10891.21,1676.217,1537.9009999999998,1153.484,131.041,30623.086,2519.9010000000003,3452.5800000000004,482.4,,7343.942,17302.724,9512.680000000002,,84237.65,599.922,33520.449,264.957,2231.9629999999997,12594.221,1645.86,3129.5320000000006,,3897.41,
2023-06-23 15:50:00+00:00,261.3108673095703,-33.74702835083008,311.5956237792969,153.57546997070312,304.453125,935.973,653.7370000000001,17.282999999999998,801.404,,7568.673999999999,1247.9689999999998,-432.36800000000005,581.7620000000001,,130.474,1304.149,,,,9675.404,1589.98,1555.236,1166.371,131.029,30834.968,2471.825,3465.046,496.787,,7358.164,17234.314000000002,9513.933,,84758.746,811.2180000000001,33527.237,322.549,2268.0450000000005,12518.544,1632.905,3033.76,,4166.624000000001,
2023-06-23 15:55:00+00:00,273.6232971191406,-36.52400436401367,291.5395935058594,170.53951721191407,304.453125,935.906,650.876,17.278,816.446,,7199.392999999999,1271.946,-864.192,668.22,,130.46300000000002,1287.8719999999998,,,,9678.771,1589.71,1477.36,1192.3049999999998,136.081,30753.822999999997,2520.086,3452.368,511.191,,7361.450999999999,17368.585,9534.464000000002,,83724.31099999999,820.818,34213.052,268.837,2268.032,12519.137,1645.8559999999998,2697.7470000000003,,4133.086,
2023-06-23 16:00:00+00:00,267.9218322753906,-41.61613311767578,234.08677673339844,193.69586181640625,304.453125,960.13,639.387,25.914,831.5649999999999,,7407.994000000001,1284.055,-0.2550000000000182,662.434,,130.01800000000003,1263.436,,,,10884.810999999998,1589.6079999999995,1546.5309999999995,1257.098,131.043,30969.054000000004,2495.947,3451.953,503.963,,7371.301999999999,17345.384,9596.122,,84234.93899999998,873.6470000000002,33524.363999999994,284.123,2268.081,12497.986,1736.7760000000003,2174.264,,3275.602,
2023-06-23 16:05:00+00:00,289.8194091796875,-26.971445083618164,279.86028442382815,176.9289520263672,292.673583984375,911.944,673.8410000000001,17.282999999999998,756.034,,7546.081,1283.986,-431.879,679.654,,130.03799999999995,1320.3530000000003,,,,9677.092,1624.4350000000002,1373.8730000000005,1218.249,136.096,30787.262,2496.415,3465.2059999999997,482.444,,7363.495999999999,17343.221,9533.47,,83725.0,739.201,33522.235,192.021,2231.764,12461.898,2008.961,2054.529,,4300.594,
2023-06-23 16:10:00+00:00,302.6266174316406,-18.827071571350096,296.29002685546874,146.963427734375,292.673583984375,936.037,679.7560000000001,17.278,756.037,,7822.116,1296.0300000000002,0.6900000000000546,633.564,,129.598,1271.737,,,,10881.251,1520.5880000000002,1416.931,1166.428,131.025,30986.593,2471.702,3452.2659999999996,482.413,,7369.624000000001,17367.405000000002,9471.394,,83981.458,695.905,33175.016,257.28200000000004,2196.136,12384.62,2021.47,2385.6299999999997,,4200.465,
2023-06-23 16:15:00+00:00,293.73224487304685,-32.02344284057617,326.91388549804685,151.55190734863282,292.673583984375,912.034,676.749,17.293,786.1890000000001,,7579.384999999999,1271.915,-431.893,599.015,,120.95700000000002,1401.386,,,,10883.06,1641.736,1589.857,1205.317,136.096,30885.144,2495.9759999999997,3452.7590000000005,482.3649999999999,,7361.289999999999,17344.191,9450.397,,83206.378,700.7920000000001,33177.823000000004,257.267,2232.2259999999997,12363.736,2021.812,2769.254,,3746.3200000000006,
2023-06-23 16:20:00+00:00,290.34393920898435,-35.39662590026855,314.0796203613281,173.22348022460938,293.3841857910156,935.8510000000002,679.7270000000001,17.279000000000003,755.992,,7856.636,1260.016,-1.179000000000087,639.46,,96.34,1352.725,,,,10883.397,1554.997,1684.707,1231.16,131.029,30624.491,2496.1899999999996,3389.1169999999997,475.1459999999999,,7360.312,17259.044,9450.192,,83977.849,705.713,33007.132,211.204,2195.8729999999996,12441.887,2021.819,2308.766,,1948.822,
2023-06-23 16:25:00+00:00,282.3776611328125,-48.86730117797852,299.3343505859375,171.7162078857422,293.3841857910156,912.063,650.844,17.284,740.884,,7222.87,1332.062,-431.50200000000007,668.097,,95.905,1263.498,,,,10882.463,1589.888,1460.2589999999998,1205.189,131.035,31049.363000000005,2448.187,3401.9269999999997,482.473,,7348.285999999998,17256.2,9470.756,,83459.98500000002,835.1479999999999,33174.881,199.675,2196.135,12382.994,2008.949,1920.05,,3796.642999999999,
