Unnamed: 0,kW_site_1,kW_site_2,kW_site_3,kW_site_4,kW_site_5,kW_site_6,kW_site_7,kW_site_8,kW_site_9,kW_site_10,kW_site_11,kW_site_12,kW_site_13,kW_site_14,kW_site_15,kW_site_21,kW_site_22,kW_site_23,kW_site_24,kW_site_25,kW_site_26,kW_site_27,kW_site_28,kW_site_29,kW_site_30,kW_site_31,kW_site_32,kW_site_33,kW_site_34,kW_site_35,kW_site_36,kW_site_37,kW_site_38,kW_site_39,kW_site_40,kW_site_41,kW_site_42,kW_site_43,kW_site_44,kW_site_45,kW_site_46,kW_site_47,kW_site_48,kW_site_49,kW_site_50
2024-07-09 14:20:00+00:00,295.0122497558594,228.49540100097656,290.3833984375,126.3652557373047,289.4148254394531,1391.834,630.7280000000001,146.884,1133.9990000000005,622.0989999999999,10585.457,1055.9140000000002,1296.689,,187.926,92.01700000000002,1263.6460000000002,596.642,984.954,,20564.984999999997,1727.89,1702.177,1062.727,2857.51,23480.326999999997,12874.711,62.99799999999999,475.17800000000005,2211.9489999999996,9689.711,17582.328,20644.356,,49249.484,614.364,5702.389,268.821,1080.083,10254.168999999998,1645.882,2740.895,708.4309999999999,33.596,5.04
2024-07-09 14:25:00+00:00,303.2590576171875,239.9687042236328,292.9144348144531,175.21782989501952,289.4148254394531,1392.018,624.939,164.13600000000002,1149.094,590.951,10761.663,1067.948,432.176,,187.918,94.178,1328.3740000000005,595.1809999999999,892.751,,12098.935,1780.0409999999997,1676.1050000000002,1101.745,2893.093,23375.264000000003,12984.066000000004,75.59299999999999,475.224,2303.762,9700.118,17560.735999999997,20599.051,,49243.938,628.85,6048.599999999999,272.63399999999996,1043.866,10214.04,1633.095,2803.649,719.2879999999999,268.686,8.518999999999998
2024-07-09 14:30:00+00:00,300.2719299316406,229.24150390625,293.61224365234375,153.49964599609376,289.4148254394531,1392.08,662.363,181.42800000000005,1149.054,653.217,10759.049,1092.084,864.4380000000001,,194.394,92.446,1304.092,467.295,852.4779999999998,,8468.785,1693.2900000000002,1702.071,1114.426,1678.448,23435.151,12997.79,63.022000000000006,468.005,2212.136,9697.241999999998,17540.451,20413.821000000004,,49247.81800000001,604.775,6739.432000000001,291.85,1080.0749999999998,10157.373,1645.8470000000002,1756.486,619.911,2990.386,18.722
2024-07-09 14:35:00+00:00,300.327587890625,232.60094604492187,303.70372314453124,213.36849670410157,288.1551818847656,1367.935,676.8599999999999,215.981,1149.2320000000002,622.1229999999999,10781.836,1091.913,431.652,,187.913,95.903,1344.6029999999998,446.37700000000007,863.9609999999999,,7257.640000000001,1641.5879999999995,1779.8849999999998,1049.859,2585.567,23749.734,12935.166,62.987,482.445,2211.719,9690.952,17625.335,20745.815,,48728.579,561.617,6566.428,288.0,1044.077,10195.303000000002,1632.8049999999998,2471.864,613.443,4435.7210000000005,5.16
2024-07-09 14:40:00+00:00,300.6044067382812,252.58539123535155,288.85277099609374,109.59361419677734,288.1551818847656,1391.832,688.2549999999999,203.02999999999997,1148.934,622.037,10748.997999999998,1103.967,864.2240000000002,,187.935,93.305,1328.5,513.343,944.668,,8467.751999999999,1676.1120000000003,1650.1059999999998,1075.644,2852.6610000000005,23457.674000000003,12935.833000000002,62.974,482.417,2211.759,9696.987,17625.576,21022.691,,48730.713,595.2360000000001,6566.836000000001,249.57800000000003,1043.862,10155.671,1633.066,2083.004,622.077,4165.6759999999995,5.159000000000001
2024-07-09 14:45:00+00:00,300.5821105957031,238.3341552734375,289.035009765625,105.7088409423828,288.1551818847656,1392.256,685.528,164.156,1149.1999999999998,622.042,10714.091000000002,1116.0549999999998,864.9060000000002,,187.92299999999997,87.695,1336.336,505.902,1077.202,,9679.492,1745.23,1641.7030000000002,1075.756,1673.172,23737.824,12985.239,75.60900000000001,496.762,2303.932,9705.128,17580.276,20999.573000000004,,48730.047999999995,633.591,8294.274000000001,249.587,1044.097,10194.929999999998,1632.861,1838.695,617.6949999999999,4872.424000000001,5.066666666666666
2024-07-09 14:50:00+00:00,288.72955932617185,203.12826538085935,274.9408813476563,125.82131652832032,304.83233642578125,1415.9609999999998,694.039,181.42699999999996,1164.184,622.0269999999999,10758.679,1067.9689999999998,863.7700000000001,,187.89,87.27099999999999,1296.1350000000002,523.822,1128.902,,3627.213,1658.886,1684.744,1023.749,3291.0330000000004,23252.657,13043.89,62.986,504.015,2211.834,9715.097,17604.465000000004,21040.553999999996,,48468.738,571.1600000000001,9505.122,253.477,1043.8670000000002,10157.444,1633.058,2040.0789999999995,617.774,4787.986000000001,0.1999999999999999
2024-07-09 14:55:00+00:00,293.9250183105469,197.29313049316409,277.24521484375,104.04546966552736,304.83233642578125,1391.999,696.951,185.77,1149.205,622.079,10759.921,1056.044,862.8610000000001,,181.456,88.12900000000002,1271.7510000000002,526.786,1059.777,,4837.867,1572.567,1857.535,1023.9149999999996,2353.836,23456.696999999996,12982.71,63.013,518.448,2303.701,9719.983,17603.810999999998,21065.264000000003,,48472.198,604.7640000000001,8985.138,222.687,1044.069,10137.526000000002,1632.9230000000002,2260.483,615.5429999999999,4653.612999999999,0.12
2024-07-09 15:00:00+00:00,300.9439270019531,191.7109130859375,294.09636840820315,112.44805755615236,304.83233642578125,1439.985,679.682,224.609,1164.246,591.029,10783.168,1008.043,864.027,,181.424,90.713,1271.552,525.256,1065.675,,16934.216,1607.06,1909.515,1010.828,1542.569,23356.513000000003,13044.932,63.004999999999995,518.4209999999999,2303.827,9734.621,17604.206,20978.481,,48212.219,590.441,9332.697000000002,192.016,1043.95,10560.014999999998,1645.831,1435.158,620.025,4670.2789999999995,4.228333333333333
2024-07-09 15:05:00+00:00,307.30735473632814,178.9909881591797,288.7698181152344,130.209228515625,306.5428771972656,1391.991,659.534,194.419,1164.1919999999998,653.095,10644.896,1007.895,1295.379,,187.907,89.85899999999998,1312.318,505.903,1140.429,,18147.368,1693.4740000000002,1632.8750000000002,1049.744,1098.679,23636.119,13032.62,62.989,525.538,2212.087,9745.166,17646.840000000004,21041.567,,47951.906,575.966,9157.666,218.861,1044.071,11136.208000000002,1633.188,2073.81,611.207,4737.512000000001,4.8
